global_index,turn_id,dialogue_id,turn_index,conversation_id,persuader_turn_index,n_turns_in_dialogue,annotator,strategies,categories,n_labels,flags,note,text
8959,20180831-053123_578_live#t006,20180831-053123_578_live,6,951,3,20,abhishek,source_citation,Credibility Appeal,1,,CoT: Provides the charity's website link for further information (source_citation).,You can refer to Save the Children's website to gather more information if you like to. URL
8960,20180831-053123_578_live#t008,20180831-053123_578_live,8,951,4,20,abhishek,personal_credibility|donation_procedure_information,Credibility Appeal|Information Provision,2,,CoT: Discloses role as 'Administrator of the hit' establishing standing to answer (personal_credibility). Explains that participants can donate some/all of their HIT reward (donation_procedure_information). Both survive removal test.,"Administrator of the hit. Today we are looking for people interested in donating some of, or all, their HIT Reward to Save The Children."
8961,20180831-053123_578_live#t010,20180831-053123_578_live,10,951,5,20,abhishek,donation_procedure_information,Information Provision,1,,CoT: Explains that the donation is deducted from task payment with a $0-$2 range (donation_procedure_information).,How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).
8962,20180831-053123_578_live#t012,20180831-053123_578_live,12,951,6,20,abhishek,gratitude_and_appreciation|minimization_framing,Reciprocity and Exchange|Framing and Presentation,2,,CoT: 'Thank you so much!' thanks the Persuadee for pledging .50 (gratitude_and_appreciation). 'Every bit helps' frames the contribution as valuable regardless of size (minimization_framing). Both survive removal test.,Every bit helps...Thank you so much!
8963,20180831-053123_578_live#t014,20180831-053123_578_live,14,951,7,20,abhishek,social_proof,Social Influence,1,,CoT: 'A lot of people choose to donate' cites what other participants do as social validation (social_proof).,A lot of people choose to donate.
8964,20180831-053123_578_live#t016,20180831-053123_578_live,16,951,8,20,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,"CoT: Thanks the Persuadee for reviewing the website, consolidating the earlier giving decision (gratitude_and_appreciation).",I've been administering HITS for a few months so far. Thank you for taking the time to review the website and see what else you can do!
8965,20180831-053123_578_live#t018,20180831-053123_578_live,18,951,9,20,abhishek,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Pure closing thanks and well-wishing at conversation end (gratitude_and_appreciation).,Thanks and I hope you have a wonderful Friday!
8966,20180831-224726_732_live#t000,20180831-224726_732_live,0,971,0,21,abhishek,,,0,empty_set,"CoT: Bare greeting with generic 'how are you?' at opening turn, no persuasion or specific inquiry beyond basic pleasantry. Empty set per convention.","Good Evening, how are you?"
8967,20180831-224726_732_live#t002,20180831-224726_732_live,2,971,1,21,abhishek,rapport_building,Relational and Interactive,1,,CoT: Small talk about the season ('ready for fall?') builds warmth (rapport_building).,"I'm very well, thank you. Are you ready for fall?"
8968,20180831-224726_732_live#t004,20180831-224726_732_live,4,971,2,21,abhishek,personal_related_inquiry,Relational and Interactive,1,,"CoT: Asks whether the Persuadee donates to charities, probing personal giving history (personal_related_inquiry).",About the same. I have more purposeful things to use that money on. I enjoy donating once in awhile to charities. Do you or Have you?
8969,20180831-224726_732_live#t006,20180831-224726_732_live,6,971,3,21,abhishek,personal_story,Relational and Interactive,1,,CoT: Shares an autobiographical story about a health condition and being helped by a charity/support group (personal_story).,"Oh wow, sounds much similar to my story. I too almost have my Bachelor's in Psych. only I have 4 courses left. I was forced to leave my job because of a rare heart condition. I develolped this after my 5th little girl was born. I'm glad there was a support group and charity/group to help me out."
8970,20180831-224726_732_live#t008,20180831-224726_732_live,8,971,4,21,abhishek,source_related_inquiry,Relational and Interactive,1,,"CoT: Asks whether the Persuadee has heard of Save the Children before pitching (source_related_inquiry). Sympathetic opener ('Cancer is awful') is responsive to the Persuadee's own disclosure rather than an emotion appeal about the charity's beneficiaries, so it isn't tagged separately.","So sorry to hear that. Cancer is awful!! Have you ever heard of Save the Children? If you'd be interested, you can look over the website and let me know if you'd like to donate any portion of your"
8971,20180831-224726_732_live#t010,20180831-224726_732_live,10,971,5,21,abhishek,minimization_framing|donation_procedure_information,Framing and Presentation|Information Provision,2,,"CoT: 'just five cents' frames the ask as trivially small (minimization_framing). Tied to money made from the survey/task, matching donation_procedure_information. Both survive removal test.",You can actually donate just five cents of your money you make from this survey if you'd like?
8972,20180831-224726_732_live#t012,20180831-224726_732_live,12,971,6,21,abhishek,,,0,empty_set,CoT: Bare acknowledgment of the Persuadee's refusal ('that is understandable') with no persuasive follow-up. Empty set per convention.,"Okay, that is understandable. I am in your same situation."
8973,20180831-224726_732_live#t014,20180831-224726_732_live,14,971,7,21,abhishek,,,0,empty_set,"CoT: Gracious acceptance of the refusal with a soft hope for the future, but no active persuasive strategy deployed (empty set per convention).","Yes, it is a great cause and maybe you can keep this charity in mind should you run across it again in the future."
8974,20180831-224726_732_live#t016,20180831-224726_732_live,16,971,8,21,abhishek,emotion_appeal,Emotional Appeal,1,,CoT: 'so many who are going hungry and I can't help feed more' evokes sadness/frustration about the beneficiaries' plight (emotion_appeal).,Same here. It makes me angry/sad that there are so many who are going hungry and I can't help feed more.
8975,20180831-224726_732_live#t018,20180831-224726_732_live,18,971,9,21,abhishek,,,0,empty_set,CoT: Brief agreement statement ('Children should be the number one priority') with no new persuasive move beyond validating the Persuadee's comment. Empty set per convention.,"Yes, I agree. Children should be the number one priority"
8976,20180831-224726_732_live#t020,20180831-224726_732_live,20,971,10,21,abhishek,persistent_repetition|minimization_framing,Framing and Presentation|Threat and Pressure,2,,CoT: Persuadee already declined twice; Persuader re-asks a third time ('Are you sure I can't persuade you...before I let you go?') (persistent_repetition). 'five cents' frames the amount as trivially small (minimization_framing). Both survive removal test.,Are you sure I can't persuade you for five cents of your $2.00 payment for this charity before I let you go? You can feel accomplished even though you know you are already a great human!!
8977,20180831-031446_408_live#t000,20180831-031446_408_live,0,992,0,20,abhishek,source_related_inquiry|rapport_building,Relational and Interactive,2,,"CoT: 'Hi! I'd like to tell you about a favorite charity of mine today, Save the Children.' frames STC as a personal favorite (rapport_building via warm personal framing). 'Have you heard of them?' probes familiarity with the charity (source_related_inquiry). Both clauses survive mutual removal.","Hi! I'd like to tell you about a favorite charity of mine today, Save the Children. Have you heard of them?"
8978,20180831-031446_408_live#t002,20180831-031446_408_live,2,992,1,20,abhishek,organization_information,Information Provision,1,,"CoT: Describes what Save the Children does -- helping children worldwide with poverty, education, and disaster support -- neutrally conveying mission scope. This is organization_information. No numerical data, no emotional escalation beyond factual description.","It's a great charity that helps children worldwide with poverty, education, and provides support for children after natural disasters."
